Round,Pick,Pick-Num,Team,Player,Position,Keeper,Starred,Elapsed Time,Rank,Total Fpts,Active Fpts
9,8,104,Chicken Dinner,Cole Kmet,TE,False,False,47 sec,,147.3,55.3
9,9,105,Ruff Necks,Adam Thielen,WR,False,False,60 sec,,188.0,20.4
9,10,106,Steel Your League,Tyler Higbee,TE,False,False,7 sec,,152.0,92.4
9,11,107,OnStar,Amari Cooper,WR,False,True,0 sec,,271.0,263.9
9,12,108,Three-Eyed RAVEN,Hunter Renfrow,WR,False,False,53 sec,,79.0,0.0
10,1,109,Three-Eyed RAVEN,Drake London,WR,False,False,54 sec,,183.6,20.0
10,2,110,OnStar,Zach Ertz,TE,False,True,0 sec,,115.6,50.7
10,3,111,Steel Your League,Deebo Samuel WR • WAS,WR,True,False,0 sec,,225.8,159.7
10,4,112,Ruff Necks,Tyler Lockett,WR,False,False,21 sec,,262.2,153.9
10,5,113,Chicken Dinner,Kirk Cousins,QB,False,False,11 sec,,410.7,275.2
10,6,114,Pallino Primos,Zamir White,RB,False,False,16 sec,,7.9,0.0
10,7,115,Rumblin' Stumblers,Brandon Aiyuk,WR,False,False,29 sec,,249.7,196.1
10,8,116,Mulvihill Machine,Darrell Henderson Jr. RB •,RB,False,False,23 sec,,73.5,18.3
10,9,117,Juggernaut,Colts,DST,False,True,0 sec,,214.1,83.0
10,10,118,Soaring Marmots,Derek Carr,QB,False,False,5 sec,,289.5,78.2
10,11,119,Dude Abides,George Pickens,WR,False,False,21 sec,,171.5,38.6
10,12,120,Prometheus Out of Bounds,DeVonta Smith,WR,False,False,12 sec,,325.3,119.9
11,1,121,Prometheus Out of Bounds,Elijah Moore,WR,False,False,8 sec,,89.1,7.1
11,2,122,Dude Abides,Trey Lance QB • LAC,QB,True,False,0 sec,,12.4,2.8
11,3,123,Soaring Marmots,Robert Woods,WR,False,False,8 sec,,115.7,38.8
11,4,124,Juggernaut,Marvin Jones WR •,WR,False,True,0 sec,,136.9,76.5
11,5,125,Mulvihill Machine,Justin Fields,QB,False,False,52 sec,,324.4,113.2
11,6,126,Rumblin' Stumblers,James Cook,RB,False,False,3 sec,,116.9,0.0
11,7,127,Pallino Primos,Brian Robinson Jr.,RB,False,False,46 sec,,118.3,57.6
11,8,128,Chicken Dinner,Isiah Pacheco,RB,False,False,8 sec,,178.2,1.9
11,9,129,Ruff Necks,Michael Carter,RB,False,False,7 sec,,126.2,10.0
11,10,130,Steel Your League,Steelers,DST,False,False,6 sec,,234.2,23.2
11,11,131,OnStar,Ryan Tannehill,QB,False,True,0 sec,,186.9,0.0
11,12,132,Three-Eyed RAVEN,Marquise Brown WR • PHI,WR,True,False,0 sec,,161.0,101.1
12,1,133,Three-Eyed RAVEN,Chris Olave,WR,False,False,51 sec,,213.2,141.2
12,2,134,OnStar,Kenneth Gainwell,RB,False,True,0 sec,,130.7,0.0
12,3,135,Steel Your League,Raheem Mostert,RB,False,False,51 sec,,179.4,22.2
12,4,136,Ruff Necks,Ravens,DST,False,False,4 sec,,270.5,190.6
12,5,137,Chicken Dinner,Justin Jefferson WR • MIN,WR,True,False,0 sec,,435.7,416.2
12,6,138,Pallino Primos,Michael Gallup,WR,False,False,18 sec,,121.0,27.7
12,7,139,Rumblin' Stumblers,Nico Collins,WR,False,False,23 sec,,97.1,16.6
12,8,140,Mulvihill Machine,Evan Engram,TE,False,False,19 sec,,217.3,89.1
12,9,141,Juggernaut,Sterling Shepard,WR,False,True,0 sec,,36.4,36.4
12,10,142,Soaring Marmots,Gerald Everett,TE,False,False,4 sec,,167.4,21.0
12,11,143,Dude Abides,Romeo Doubs,WR,False,False,44 sec,,101.6,2.8
12,12,144,Prometheus Out of Bounds,Alexander Mattison,RB,False,False,7 sec,,89.7,0.0
13,1,145,Prometheus Out of Bounds,Darrel Williams RB •,RB,False,False,2 sec,,21.1,0.7
13,2,146,Dude Abides,Packers,DST,False,False,7 sec,,259.1,93.2
13,3,147,Soaring Marmots,Julio Jones WR •,WR,False,False,4 sec,,90.8,0.0
13,4,148,Juggernaut,Chiefs,DST,False,True,0 sec,,276.2,116.8
13,5,149,Mulvihill Machine,J.D. McKissic RB •,RB,False,False,49 sec,,55.8,0.0
13,6,150,Rumblin' Stumblers,Skyy Moore,WR,False,False,29 sec,,56.8,0.0
13,7,151,Pallino Primos,Evan McPherson,K,False,False,39 sec,,158.0,18.0
13,8,152,Chicken Dinner,Treylon Burks,WR,False,False,6 sec,,99.1,0.0
13,9,153,Ruff Necks,Isaiah Likely,TE,False,False,9 sec,,96.3,9.4
13,10,154,Steel Your League,Austin Hooper,TE,False,False,21 sec,,97.4,1.6
13,11,155,OnStar,Jamaal Williams,RB,False,False,35 sec,,238.9,112.5
13,12,156,Three-Eyed RAVEN,Rondale Moore,WR,False,False,44 sec,,89.6,44.2
14,1,157,Three-Eyed RAVEN,Saints,DST,False,False,60 sec,,216.0,12.0
14,2,158,OnStar,Justin Tucker,K,False,False,10 sec,,181.0,164.0
14,3,159,Steel Your League,Harrison Butker,K,False,False,6 sec,,139.0,65.0
14,4,160,Ruff Necks,Rashod Bateman WR • BAL,WR,True,False,0 sec,,63.5,5.9
14,5,161,Chicken Dinner,Chargers,DST,False,False,29 sec,,244.1,25.2
14,6,162,Pallino Primos,Broncos,DST,False,False,8 sec,,230.5,10.0
14,7,163,Rumblin' Stumblers,Chase Claypool,WR,False,False,31 sec,,107.0,0.0
14,8,164,Mulvihill Machine,Matt Gay,K,False,False,5 sec,,148.0,44.0
14,9,165,Juggernaut,Noah Fant,TE,False,True,0 sec,,124.7,83.8
14,10,166,Soaring Marmots,Daniel Carlson,K,False,False,24 sec,,177.0,68.0
14,11,167,Dude Abides,Greg Joseph,K,False,False,34 sec,,145.0,42.0
14,12,168,Prometheus Out of Bounds,Tua Tagovailoa,QB,False,False,7 sec,,334.4,166.8
15,1,169,Prometheus Out of Bounds,Chuba Hubbard,RB,False,False,3 sec (1 min 16 sec),,92.7,0.0
15,2,170,Dude Abides,Tyrion Davis-Price,RB,False,False,12 sec (4 min 54 sec),,9.9,0.0
15,3,171,Soaring Marmots,Isaiah McKenzie,WR,False,False,16 sec (2 min 56 sec),,122.8,0.0
15,4,172,Juggernaut,Rodrigo Blankenship K •,K,False,True,1 sec (1 min 4 sec),,19.0,9.0
15,5,173,Mulvihill Machine,Rachaad White,RB,False,False,12 sec (6 min 27 sec),,155.8,104.5
15,6,174,Rumblin' Stumblers,Dolphins,DST,False,False,20 sec (5 min 8 sec),,241.3,5.0
15,7,175,Pallino Primos,Kenny Golladay WR •,WR,False,False,8 sec (5 min 48 sec),,20.1,4.2
15,8,176,Chicken Dinner,Dustin Hopkins,K,False,False,23 sec (7 min 14 sec),,40.0,13.0
15,9,177,Ruff Necks,Jake Elliott,K,False,False,14 sec (4 min 46 sec),,149.0,105.0
15,10,178,Steel Your League,Cowboys,DST,False,False,6 sec (4 min 51 sec),,316.0,226.9
15,11,179,OnStar,Rex Burkhead RB •,RB,False,False,40 sec (5 min 20 sec),,77.7,0.0
15,12,180,Three-Eyed RAVEN,Robbie Gould K •,K,False,True,0 sec (10 min 8 sec),,175.0,25.0
