Round,Pick,Pick-Num,Team,Player,Position,Keeper,Starred,Elapsed Time,Rank,Total Fpts,Active Fpts
7,3,75,Rumblin' Stumblers,Ladd McConkey,WR,False,False,,,,
7,4,76,Heathens,Chris Boswell,K,False,False,,,,
7,5,77,Three-Eyed RAVEN,Raheem Mostert,RB,False,False,,,,
7,6,78,Mulvihill Machine,Dak Prescott,QB,False,False,,,,
7,7,79,Steel Your League,D'Andre Swift,RB,False,False,,,,
7,8,80,Ruff Necks,Zay Flowers,WR,False,False,,,,
7,9,81,Chicken Dinner,Jake Ferguson,TE,False,False,,,,
7,10,82,Dude Abides,Rome Odunze,WR,False,False,,,,
7,11,83,OnStar,Jayden Reed,WR,False,False,,,,
7,12,84,Pallino Primos,Jerome Ford,RB,False,False,,,,
8,1,85,Pallino Primos,Rico Dowdle,RB,False,False,,,,
8,2,86,OnStar,Christian Kirk,WR,False,False,,,,
8,3,87,Dude Abides,Jonathan Taylor,RB,False,False,,,,
8,4,88,Chicken Dinner,Jonathon Brooks,RB,False,False,,,,
8,5,89,Ruff Necks,Nick Chubb,RB,False,False,,,,
8,6,90,Steel Your League,Steelers,DST,False,False,,,,
8,7,91,Mulvihill Machine,Chase Brown,RB,False,False,,,,
8,8,92,Three-Eyed RAVEN,Gus Edwards,RB,False,False,,,,
8,9,93,Heathens,Keenan Allen,WR,False,False,,,,
8,10,94,Rumblin' Stumblers,Brandon Aiyuk,WR,False,False,,,,
8,11,95,jerseyj,Tyjae Spears,RB,False,False,,,,
8,12,96,Prometheus Out of Bounds,Zack Moss,RB,False,False,,,,
9,1,97,Prometheus Out of Bounds,Christian Watson,WR,False,False,,,,
9,2,98,jerseyj,Jaxon Smith-Njigba,WR,False,False,,,,
9,3,99,Rumblin' Stumblers,Chuba Hubbard,RB,False,False,,,,
9,4,100,Heathens,Marquise Brown,WR,False,False,,,,
9,5,101,Three-Eyed RAVEN,Brian Thomas Jr.,WR,False,False,,,,
9,6,102,Mulvihill Machine,Jared Goff,QB,False,False,,,,
9,7,103,Steel Your League,Trevor Lawrence,QB,False,False,,,,
9,8,104,Ruff Necks,Ravens,DST,False,False,,,,
9,9,105,Chicken Dinner,Isiah Pacheco,RB,False,False,,,,
9,10,106,Dude Abides,Caleb Williams,QB,False,False,,,,
9,11,107,OnStar,Brian Robinson Jr.,RB,False,False,,,,
9,12,108,Pallino Primos,Jameson Williams,WR,False,False,,,,
10,1,109,Pallino Primos,Josh Palmer,WR,False,False,,,,
10,2,110,OnStar,Jaylen Warren,RB,False,False,,,,
10,3,111,Dude Abides,Devin Singletary,RB,False,False,,,,
10,4,112,Chicken Dinner,Matthew Stafford,QB,False,False,,,,
10,5,113,Ruff Necks,J.K. Dobbins,RB,False,False,,,,
10,6,114,Steel Your League,Cole Kmet,TE,False,False,,,,
10,7,115,Mulvihill Machine,Dallas Goedert,TE,False,False,,,,
10,8,116,Three-Eyed RAVEN,Chris Olave,WR,False,False,,,,
10,9,117,Heathens,Austin Ekeler,RB,False,False,,,,
10,10,118,Rumblin' Stumblers,Trey Benson,RB,False,False,,,,
10,11,119,jerseyj,Keon Coleman,WR,False,False,,,,
10,12,120,Prometheus Out of Bounds,Cowboys,DST,False,False,,,,
11,1,121,Prometheus Out of Bounds,Justin Tucker,K,False,False,,,,
11,2,122,jerseyj,Xavier Worthy,WR,False,False,,,,
11,3,123,Rumblin' Stumblers,Dalton Schultz,TE,False,False,,,,
11,4,124,Heathens,Antonio Gibson,RB,False,False,,,,
11,5,125,Three-Eyed RAVEN,De'Von Achane,RB,False,False,,,,
11,6,126,Mulvihill Machine,Brandon Aubrey,K,False,False,,,,
11,7,127,Steel Your League,Kirk Cousins,QB,False,False,,,,
11,8,128,Ruff Necks,DeAndre Hopkins,WR,False,False,,,,
11,9,129,Chicken Dinner,Blake Corum,RB,False,False,,,,
11,10,130,Dude Abides,Jaleel McLaughlin,RB,False,False,,,,
11,11,131,OnStar,Dolphins,DST,False,False,,,,
11,12,132,Pallino Primos,Pat Freiermuth,TE,False,False,,,,
12,1,133,Pallino Primos,Zach Ertz,TE,False,False,,,,
12,2,134,OnStar,Ezekiel Elliott,RB,False,False,,,,
12,3,135,Dude Abides,Jets,DST,False,False,,,,
12,4,136,Chicken Dinner,Jordan Addison,WR,False,False,,,,
12,5,137,Ruff Necks,T.J. Hockenson,TE,False,False,,,,
12,6,138,Steel Your League,Tyler Lockett,WR,False,False,,,,
12,7,139,Mulvihill Machine,Browns,DST,False,False,,,,
12,8,140,Three-Eyed RAVEN,49ers,DST,False,False,,,,
12,9,141,Heathens,Eagles,DST,False,False,,,,
12,10,142,Rumblin' Stumblers,Younghoe Koo,K,False,False,,,,
12,11,143,jerseyj,Dyami Brown,WR,False,False,,,,
12,12,144,Prometheus Out of Bounds,Sam LaPorta,TE,False,False,,,,
13,1,145,Prometheus Out of Bounds,Aaron Rodgers,QB,False,False,,,,
13,2,146,jerseyj,Jake Elliott,K,False,False,,,,
13,3,147,Rumblin' Stumblers,Rashid Shaheed,WR,False,False,,,,
13,4,148,Heathens,Luke Musgrave,TE,False,False,,,,
13,5,149,Three-Eyed RAVEN,Darnell Mooney,WR,False,False,,,,
13,6,150,Mulvihill Machine,Khalil Shakir,WR,False,False,,,,
13,7,151,Steel Your League,Chiefs,DST,False,False,,,,
13,8,152,Ruff Necks,Brock Purdy,QB,False,False,,,,
13,9,153,Chicken Dinner,Ty Chandler,RB,False,False,,,,
13,10,154,Dude Abides,Courtland Sutton,WR,False,False,,,,
13,11,155,OnStar,Justin Herbert,QB,False,False,,,,
13,12,156,Pallino Primos,Ka'imi Fairbairn,K,False,False,,,,
14,1,157,Pallino Primos,MarShawn Lloyd,RB,False,False,,,,
14,2,158,OnStar,Tyler Allgeier,RB,False,False,,,,
14,3,159,Dude Abides,Jordan Mason,RB,False,False,,,,
14,4,160,Chicken Dinner,Texans,DST,False,False,,,,
14,5,161,Ruff Necks,Harrison Butker,K,False,False,,,,
14,6,162,Steel Your League,Jason Myers,K,False,False,,,,
14,7,163,Mulvihill Machine,Bucky Irving,RB,False,False,,,,
14,8,164,Three-Eyed RAVEN,Tyrone Tracy Jr.,RB,False,False,,,,
14,9,165,Heathens,Patriots,DST,False,False,,,,
14,10,166,Rumblin' Stumblers,Jaylen Wright,RB,False,False,,,,
14,11,167,jerseyj,Packers,DST,False,False,,,,
14,12,168,Prometheus Out of Bounds,Adonai Mitchell,WR,False,False,,,,
15,1,169,Prometheus Out of Bounds,Ray Davis,RB,False,False,,,,
15,2,170,jerseyj,Bryce Young,QB,False,False,,,,
15,3,171,Rumblin' Stumblers,Saints,DST,False,False,,,,
15,4,172,Heathens,Khalil Herbert,RB,False,False,,,,
15,5,173,Three-Eyed RAVEN,Tyler Bass,K,False,False,,,,
15,6,174,Mulvihill Machine,Ja'Lynn Polk,WR,False,False,,,,
15,7,175,Steel Your League,Jerry Jeudy,WR,False,False,,,,
15,8,176,Ruff Necks,Seahawks,DST,False,False,,,,
15,9,177,Chicken Dinner,Blake Grupe,K,False,False,,,,
15,10,178,Dude Abides,Matt Gay,K,False,False,,,,
15,11,179,OnStar,Cairo Santos,K,False,False,,,,
15,12,180,Pallino Primos,Bengals,DST,False,False,,,,
