Round,Pick,Pick-Num,Team,Player,Position,Keeper,Starred,Elapsed Time,Rank,Total Fpts,Active Fpts
13,8,152,Juggernaut,David Johnson,RB,False,False,,,,
13,9,153,Rumblin' Stumblers,Michael Gallup,WR,False,False,,,,
13,10,154,Pallino Primos,Brandon McManus,K,False,False,,,,
13,11,155,Soaring Marmots,Matt Ryan,QB,False,False,,,,
13,12,156,Ruff Necks,Rodrigo Blankenship,K,False,False,,,,
14,1,157,Ruff Necks,Ben Roethlisberger,QB,False,False,,,,
14,2,158,Soaring Marmots,Tony Pollard,RB,False,False,,,,
14,3,159,Pallino Primos,Elijah Moore,WR,False,False,,,,
14,4,160,Rumblin' Stumblers,Robbie Gould,K,False,False,,,,
14,5,161,Juggernaut,Evan Engram,TE,False,False,,,,
14,6,162,Three-Eyed RAVEN,Colts,DST,False,False,,,,
14,7,163,Prometheus Out of Bounds,Gerald Everett,TE,False,False,,,,
14,8,164,Steel Your League,Pat Freiermuth,TE,False,False,,,,
14,9,165,OnStar,Mark Ingram,RB,False,False,,,,
14,10,166,Chicken Dinner,Daniel Carlson,K,False,False,,,,
14,11,167,Dude Abides,Rondale Moore,WR,False,False,,,,
14,12,168,Mulvihill Machine,Tua Tagovailoa,QB,False,False,,,,
15,1,169,Mulvihill Machine,Tevin Coleman,RB,False,False,,,,
15,2,170,Dude Abides,Cole Kmet,TE,False,False,,,,
15,3,171,Chicken Dinner,(Skipped Pick),,False,False,,,,
15,4,172,OnStar,Russell Gage,WR,False,False,,,,
15,5,173,Steel Your League,Ty Johnson,RB,False,False,,,,
15,6,174,Prometheus Out of Bounds,Chiefs,DST,False,False,,,,
15,7,175,Three-Eyed RAVEN,Josh Palmer,WR,False,False,,,,
15,8,176,Juggernaut,Jason Myers,K,False,False,,,,
15,9,177,Rumblin' Stumblers,Baker Mayfield,QB,False,False,,,,
15,10,178,Pallino Primos,Jameis Winston,QB,False,False,,,,
15,11,179,Soaring Marmots,Anthony Firkser,TE,False,False,,,,
15,12,180,Ruff Necks,Rashod Bateman,WR,False,False,,,,
