Round,Pick,Pick-Num,Team,Player,Position,Keeper,Starred,Elapsed Time,Rank,Total Fpts,Active Fpts
9,2,98,Dude Abides,Dak Prescott,QB,False,False,,,,
9,3,99,Soaring Marmots,Nyheim Miller-Hines,RB,False,False,,,,
9,4,100,Juggernaut,Mike Gesicki,TE,False,False,,,,
9,5,101,Mulvihill Machine,Gabe Davis,WR,False,False,,,,
9,6,102,Rumblin' Stumblers,Tyler Bass,K,False,False,,,,
9,7,103,Pallino Primos,James Robinson,RB,False,False,,,,
9,8,104,Chicken Dinner,Cole Kmet,TE,False,False,,,,
9,9,105,Ruff Necks,Adam Thielen,WR,False,False,,,,
9,10,106,Steel Your League,Tyler Higbee,TE,False,False,,,,
9,11,107,OnStar,Amari Cooper,WR,False,False,,,,
9,12,108,Three-Eyed RAVEN,Hunter Renfrow,WR,False,False,,,,
10,1,109,Three-Eyed RAVEN,Drake London,WR,False,False,,,,
10,2,110,OnStar,Zach Ertz,TE,False,False,,,,
10,3,111,Steel Your League,Deebo Samuel,WR,False,False,,,,
10,4,112,Ruff Necks,Tyler Lockett,WR,False,False,,,,
10,5,113,Chicken Dinner,Kirk Cousins,QB,False,False,,,,
10,6,114,Pallino Primos,Zamir White,RB,False,False,,,,
10,7,115,Rumblin' Stumblers,Brandon Aiyuk,WR,False,False,,,,
10,8,116,Mulvihill Machine,Darrell Henderson Jr.,RB,False,False,,,,
10,9,117,Juggernaut,Colts,DST,False,False,,,,
10,10,118,Soaring Marmots,Derek Carr,QB,False,False,,,,
10,11,119,Dude Abides,George Pickens,WR,False,False,,,,
10,12,120,Prometheus Out of Bounds,DeVonta Smith,WR,False,False,,,,
11,1,121,Prometheus Out of Bounds,Elijah Moore,WR,False,False,,,,
11,2,122,Dude Abides,Trey Lance,QB,False,False,,,,
11,3,123,Soaring Marmots,Robert Woods,WR,False,False,,,,
11,4,124,Juggernaut,Marvin Jones,WR,False,False,,,,
11,5,125,Mulvihill Machine,Justin Fields,QB,False,False,,,,
11,6,126,Rumblin' Stumblers,James Cook,RB,False,False,,,,
11,7,127,Pallino Primos,Brian Robinson Jr.,RB,False,False,,,,
11,8,128,Chicken Dinner,Isiah Pacheco,RB,False,False,,,,
11,9,129,Ruff Necks,Michael Carter,RB,False,False,,,,
11,10,130,Steel Your League,Steelers,DST,False,False,,,,
11,11,131,OnStar,Ryan Tannehill,QB,False,False,,,,
11,12,132,Three-Eyed RAVEN,Marquise Brown,WR,False,False,,,,
12,1,133,Three-Eyed RAVEN,Chris Olave,WR,False,False,,,,
12,2,134,OnStar,Kenneth Gainwell,RB,False,False,,,,
12,3,135,Steel Your League,Raheem Mostert,RB,False,False,,,,
12,4,136,Ruff Necks,Ravens,DST,False,False,,,,
12,5,137,Chicken Dinner,Justin Jefferson,WR,False,False,,,,
12,6,138,Pallino Primos,Michael Gallup,WR,False,False,,,,
12,7,139,Rumblin' Stumblers,Nico Collins,WR,False,False,,,,
12,8,140,Mulvihill Machine,Evan Engram,TE,False,False,,,,
12,9,141,Juggernaut,Sterling Shepard,WR,False,False,,,,
12,10,142,Soaring Marmots,Gerald Everett,TE,False,False,,,,
12,11,143,Dude Abides,Romeo Doubs,WR,False,False,,,,
12,12,144,Prometheus Out of Bounds,Alexander Mattison,RB,False,False,,,,
13,1,145,Prometheus Out of Bounds,Darrel Williams,RB,False,False,,,,
13,2,146,Dude Abides,Packers,DST,False,False,,,,
13,3,147,Soaring Marmots,Julio Jones,WR,False,False,,,,
13,4,148,Juggernaut,Chiefs,DST,False,False,,,,
13,5,149,Mulvihill Machine,J.D. McKissic,RB,False,False,,,,
13,6,150,Rumblin' Stumblers,Skyy Moore,WR,False,False,,,,
13,7,151,Pallino Primos,Evan McPherson,K,False,False,,,,
13,8,152,Chicken Dinner,Treylon Burks,WR,False,False,,,,
13,9,153,Ruff Necks,Isaiah Likely,TE,False,False,,,,
13,10,154,Steel Your League,Austin Hooper,TE,False,False,,,,
13,11,155,OnStar,Jamaal Williams,RB,False,False,,,,
13,12,156,Three-Eyed RAVEN,Rondale Moore,WR,False,False,,,,
14,1,157,Three-Eyed RAVEN,Saints,DST,False,False,,,,
14,2,158,OnStar,Justin Tucker,K,False,False,,,,
14,3,159,Steel Your League,Harrison Butker,K,False,False,,,,
14,4,160,Ruff Necks,Rashod Bateman,WR,False,False,,,,
14,5,161,Chicken Dinner,Chargers,DST,False,False,,,,
14,6,162,Pallino Primos,Broncos,DST,False,False,,,,
14,7,163,Rumblin' Stumblers,Chase Claypool,WR,False,False,,,,
14,8,164,Mulvihill Machine,Matt Gay,K,False,False,,,,
14,9,165,Juggernaut,Noah Fant,TE,False,False,,,,
14,10,166,Soaring Marmots,Daniel Carlson,K,False,False,,,,
14,11,167,Dude Abides,Greg Joseph,K,False,False,,,,
14,12,168,Prometheus Out of Bounds,Tua Tagovailoa,QB,False,False,,,,
15,1,169,Prometheus Out of Bounds,Chuba Hubbard,RB,False,False,,,,
15,2,170,Dude Abides,Tyrion Davis-Price,RB,False,False,,,,
15,3,171,Soaring Marmots,Isaiah McKenzie,WR,False,False,,,,
15,4,172,Juggernaut,Rodrigo Blankenship,K,False,False,,,,
15,5,173,Mulvihill Machine,Rachaad White,RB,False,False,,,,
15,6,174,Rumblin' Stumblers,Dolphins,DST,False,False,,,,
15,7,175,Pallino Primos,Kenny Golladay,WR,False,False,,,,
15,8,176,Chicken Dinner,Dustin Hopkins,K,False,False,,,,
15,9,177,Ruff Necks,Jake Elliott,K,False,False,,,,
15,10,178,Steel Your League,Cowboys,DST,False,False,,,,
15,11,179,OnStar,Rex Burkhead,RB,False,False,,,,
15,12,180,Three-Eyed RAVEN,Robbie Gould,K,False,False,,,,
