Round,Pick,Pick-Num,Team,Player,Position,Keeper,Starred,Elapsed Time,Rank,Total Fpts,Active Fpts
3,11,35,Jersey Boys,Tom Brady QB •,QB,False,False,27 sec,,340.6,282.4
3,12,36,Pallino Primos,O.J. Howard TE •,TE,False,False,1 min 35 sec,,83.9,27.5
4,1,37,Pallino Primos,Mark Ingram RB •,RB,False,False,1 min 26 sec,,266.6,262.5
4,2,38,Jersey Boys,Josh Jacobs,RB,False,False,2 min 17 sec,,216.6,203.7
4,3,39,Lewd,Chris Godwin,WR,False,False,1 min 21 sec,,308.1,261.9
4,4,40,Soaring Marmots,Kenny Golladay WR •,WR,False,False,13 sec,,267.8,267.8
4,5,41,Dude Abides,Hunter Henry,TE,False,False,47 sec,,140.0,105.0
4,6,42,Saucemoney,Melvin Gordon RB •,RB,False,False,1 min 25 sec,,161.9,150.5
4,7,43,Ruff Necks,Phillip Lindsay RB •,RB,False,False,49 sec,,203.8,65.7
4,8,44,No longer new guy,Dede Westbrook WR •,WR,False,False,1 min 25 sec,,139.5,8.3
4,9,45,He Hate me,Kenyan Drake RB •,RB,False,True,0 sec,,214.9,183.3
4,10,46,Mulvihill Machine,Calvin Ridley,WR,False,False,47 sec,,207.0,200.0
4,11,47,Rumblin' Stumblers,Josh Gordon WR •,WR,False,False,2 min 53 sec,,73.7,61.5
4,12,48,Three-Eyed RAVEN,Duke Johnson RB •,RB,False,False,2 min 26 sec,,155.5,45.8
5,1,49,Three-Eyed RAVEN,Dalvin Cook RB • DAL,RB,True,False,0 sec,,357.0,320.4
5,2,50,Rumblin' Stumblers,DJ Moore,WR,False,False,49 sec,,250.8,238.2
5,3,51,Mulvihill Machine,Aaron Rodgers,QB,False,False,0 sec,,388.5,332.1
5,4,52,He Hate me,Jared Cook TE •,TE,False,True,1 sec,,167.5,143.7
5,5,53,No longer new guy,Christian Kirk,WR,False,False,51 sec,,166.6,88.0
5,6,54,Ruff Necks,T.Y. Hilton WR •,WR,False,False,1 min 31 sec,,114.9,66.4
5,7,55,Saucemoney,Baker Mayfield QB • TB,QB,True,False,0 sec,,266.7,46.1
5,8,56,Dude Abides,Sony Michel RB •,RB,False,False,34 sec,,149.0,77.0
5,9,57,Soaring Marmots,Zach Ertz TE • WAS,TE,True,False,0 sec,,227.0,220.6
5,10,58,Lewd,Alshon Jeffery WR •,WR,False,False,23 sec,,127.2,27.9
5,11,59,Jersey Boys,Julian Edelman WR •,WR,True,False,0 sec,,282.4,269.1
5,12,60,Pallino Primos,Nick Chubb RB • HOU,RB,True,False,0 sec,,289.0,289.0
6,1,61,Pallino Primos,Emmanuel Sanders WR •,WR,False,False,1 min 4 sec,,217.2,92.4
6,2,62,Jersey Boys,Vance McDonald TE •,TE,False,False,60 sec,,79.6,4.9
6,3,63,Lewd,Latavius Murray,RB,False,False,34 sec,,163.2,86.2
6,4,64,Soaring Marmots,Tarik Cohen RB •,RB,False,False,1 min 10 sec,,148.7,51.3
6,5,65,Dude Abides,Adam Thielen WR • PIT,WR,True,False,1 sec,,152.6,113.2
6,6,66,Saucemoney,Jarvis Landry WR •,WR,False,False,1 min 58 sec,,231.2,162.9
6,7,67,Ruff Necks,Derrick Henry,RB,False,False,40 sec,,370.1,239.8
6,8,68,No longer new guy,Delanie Walker TE •,TE,False,False,35 sec,,54.5,54.5
6,9,69,He Hate me,Bills,DST,False,True,0 sec,,272.7,162.7
6,10,70,Mulvihill Machine,T.J. Hockenson,TE,False,False,1 min 26 sec,,85.7,7.8
6,11,71,Rumblin' Stumblers,A.J. Green WR •,WR,False,False,8 sec,,0.0,0.0
6,12,72,Three-Eyed RAVEN,Allen Robinson,WR,False,False,1 min 5 sec,,253.6,30.3
7,1,73,Three-Eyed RAVEN,Carson Wentz,QB,False,False,9 sec,,338.4,339.3
7,2,74,Rumblin' Stumblers,Sterling Shepard,WR,False,False,12 sec,,143.1,101.1
7,3,75,Mulvihill Machine,Tevin Coleman RB •,RB,False,False,1 min 42 sec,,172.4,68.8
7,4,76,He Hate me,Austin Ekeler,RB,False,True,0 sec,,316.1,316.1
7,5,77,No longer new guy,Miles Sanders,RB,False,False,1 min 7 sec,,229.3,137.3
7,6,78,Ruff Necks,David Njoku,TE,False,False,1 min 54 sec,,15.1,1.4
7,7,79,Saucemoney,LeSean McCoy RB •,RB,False,False,19 sec,,118.6,66.1
7,8,80,Dude Abides,Matt Ryan QB •,QB,False,False,27 sec,,356.4,336.6
7,9,81,Soaring Marmots,Patriots,DST,False,False,16 sec,,399.3,388.3
7,10,82,Lewd,Matt Breida,RB,False,False,39 sec,,114.6,84.9
7,11,83,Jersey Boys,Dion Lewis RB •,RB,False,False,7 sec,,69.9,40.9
7,12,84,Pallino Primos,Lamar Jackson,QB,False,False,1 min 41 sec,,572.5,502.7
8,1,85,Pallino Primos,Derrius Guice RB •,RB,False,False,27 sec,,62.4,18.7
8,2,86,Jersey Boys,Bears,DST,False,False,26 sec,,206.1,204.1
8,3,87,Lewd,Vikings,DST,False,False,20 sec,,290.9,150.8
8,4,88,Soaring Marmots,Larry Fitzgerald WR •,WR,False,False,14 sec,,178.9,84.3
8,5,89,Dude Abides,Justice Hill,RB,False,False,1 min 5 sec,,44.2,0.0
8,6,90,Saucemoney,Austin Hooper,TE,False,False,60 sec,,190.2,137.8
8,7,91,Ruff Necks,Devin Singletary,RB,False,False,35 sec,,172.3,8.9
8,8,92,No longer new guy,Robert Woods WR • PIT,WR,True,False,0 sec,,227.3,192.1
8,9,93,He Hate me,Jordan Reed TE •,TE,False,True,0 sec,,0.0,0.0
8,10,94,Mulvihill Machine,Jaguars,DST,False,False,53 sec,,189.2,142.8
8,11,95,Rumblin' Stumblers,James White RB •,RB,True,False,0 sec,,201.2,169.8
8,12,96,Three-Eyed RAVEN,Robbie Chosen,WR,False,False,1 min 16 sec,,175.5,2.0
9,1,97,Three-Eyed RAVEN,Sammy Watkins WR •,WR,False,False,6 sec,,199.9,33.3
9,2,98,Rumblin' Stumblers,Eric Ebron TE •,TE,False,False,14 sec,,86.5,10.3
9,3,99,Mulvihill Machine,Curtis Samuel,WR,False,False,1 min 12 sec,,168.4,43.8
9,4,100,He Hate me,Chris Thompson RB •,RB,False,True,0 sec,,91.5,47.7
9,5,101,No longer new guy,James Conner RB • ARI,RB,True,False,0 sec,,150.5,150.5
9,6,102,Ruff Necks,Chris Carson RB •,RB,True,False,0 sec,,262.8,262.8
9,7,103,Saucemoney,Dak Prescott,QB,False,False,53 sec,,437.1,341.4
9,8,104,Dude Abides,Darrell Henderson Jr. RB •,RB,False,False,1 min 3 sec,,22.4,0.0
9,9,105,Soaring Marmots,Jaylen Samuels RB •,RB,False,False,44 sec,,102.2,45.3
9,10,106,Lewd,Will Fuller WR •,WR,False,False,15 sec,,162.9,104.3
9,11,107,Jersey Boys,Harrison Butker,K,False,False,7 sec,,182.0,46.0
9,12,108,Pallino Primos,Cam Newton QB •,QB,False,False,1 min 12 sec,,21.6,0.0
10,1,109,Pallino Primos,Marquez Valdes-Scantling,WR,False,False,20 sec,,89.0,34.6
10,2,110,Jersey Boys,George Kittle TE • SF,TE,True,False,0 sec,,238.6,219.8
10,3,111,Lewd,Marvin Jones WR •,WR,False,False,3 min 3 sec,,204.3,138.0
10,4,112,Soaring Marmots,Patrick Mahomes QB • KC,QB,True,False,0 sec,,533.3,405.8
10,5,113,Dude Abides,Justin Jackson RB •,RB,False,False,1 min 15 sec,,30.1,0.0
10,6,114,Saucemoney,Jalen Richard RB •,RB,False,True,2 min 1 sec,,74.9,0.0
10,7,115,Ruff Necks,Jared Goff QB • DET,QB,True,False,0 sec,,329.9,292.9
10,8,116,No longer new guy,Jordan Howard RB •,RB,False,False,36 sec,,111.4,0.0
10,9,117,He Hate me,Texans,DST,False,True,0 sec,,237.2,124.7
10,10,118,Mulvihill Machine,Darren Waller,TE,False,False,1 min 11 sec,,224.5,212.2
10,11,119,Rumblin' Stumblers,Russell Wilson,QB,False,True,0 sec,,436.2,181.4
10,12,120,Three-Eyed RAVEN,Mark Andrews,TE,False,False,55 sec,,225.1,124.6
11,1,121,Three-Eyed RAVEN,Evan Engram TE • DEN,TE,True,False,0 sec,,122.4,91.1
11,2,122,Rumblin' Stumblers,Marlon Mack RB • ARI,RB,True,False,0 sec,,179.6,103.4
11,3,123,Mulvihill Machine,Mike Williams,WR,False,False,1 min 20 sec,,165.5,18.3
11,4,124,He Hate me,Philip Rivers,QB,False,True,0 sec,,320.4,272.3
11,5,125,No longer new guy,Justin Tucker,K,False,False,1 min 39 sec,,143.0,136.0
11,6,126,Ruff Necks,Kareem Hunt,RB,False,False,6 sec,,93.8,37.5
11,7,127,Saucemoney,Corey Davis WR •,WR,False,False,0 sec,,125.5,0.0
11,8,128,Dude Abides,Geronimo Allison WR •,WR,False,False,1 min 39 sec,,75.7,0.0
11,9,129,Soaring Marmots,Mohamed Sanu WR •,WR,False,False,18 sec,,119.7,54.1
11,10,130,Lewd,Jimmy Garoppolo,QB,False,True,0 sec,,341.5,110.1
11,11,131,Jersey Boys,Peyton Barber RB •,RB,False,False,9 sec,,111.1,13.8
11,12,132,Pallino Primos,Rams,DST,False,False,2 min 20 sec,,249.4,163.0
12,1,133,Pallino Primos,Donte Moncrief,WR,False,False,1 min 13 sec,,5.8,0.0
12,2,134,Jersey Boys,Rashaad Penny RB •,RB,False,False,22 sec,,84.3,36.0
12,3,135,Lewd,Seahawks,DST,False,True,0 sec,,241.1,30.4
12,4,136,Soaring Marmots,Reggie Bonnafon RB •,RB,False,False,1 min 25 sec,,26.1,0.0
12,5,137,Dude Abides,Damien Harris,RB,False,False,30 sec,,1.2,0.0
12,6,138,Saucemoney,Greg Zuerlein,K,False,False,0 sec,,130.0,66.0
12,7,139,Ruff Necks,Eagles,DST,False,False,6 sec,,249.6,110.5
12,8,140,No longer new guy,Kyler Murray,QB,False,False,2 min 1 sec,,320.2,50.0
12,9,141,He Hate me,Jimmy Graham,TE,False,True,0 sec,,109.6,41.4
12,10,142,Mulvihill Machine,Stephen Gostkowski K •,K,False,False,1 min 4 sec,,33.0,33.0
12,11,143,Rumblin' Stumblers,Browns,DST,False,True,0 sec,,189.9,4.0
12,12,144,Three-Eyed RAVEN,Ravens,DST,False,False,1 min 52 sec,,289.9,286.9
13,1,145,Three-Eyed RAVEN,DK Metcalf,WR,False,False,1 min 10 sec,,215.9,97.7
13,2,146,Rumblin' Stumblers,Cowboys,DST,False,True,0 sec,,200.3,129.8
13,3,147,Mulvihill Machine,Nick Foles QB •,QB,False,False,46 sec,,43.1,0.0
13,4,148,He Hate me,Darwin Thompson RB •,RB,False,True,0 sec,,30.7,0.0
13,5,149,No longer new guy,Chiefs,DST,False,False,29 sec,,279.6,37.0
13,6,150,Ruff Necks,Derek Carr,QB,False,False,11 sec,,280.4,26.1
13,7,151,Saucemoney,Kyle Rudolph TE •,TE,False,False,0 sec,,129.2,45.3
13,8,152,Dude Abides,Panthers,DST,False,False,19 sec,,186.1,17.0
13,9,153,Soaring Marmots,Robbie Gould K •,K,False,False,13 sec,,141.0,29.0
13,10,154,Lewd,Alvin Kamara RB • NO,RB,True,False,0 sec,,249.4,229.9
13,11,155,Jersey Boys,Kirk Cousins,QB,False,False,48 sec,,354.6,62.5
13,12,156,Pallino Primos,Wil Lutz,K,False,False,1 min 57 sec,,172.0,84.0
14,1,157,Pallino Primos,John Brown WR •,WR,False,False,45 sec,,247.9,77.0
14,2,158,Jersey Boys,Marqise Lee WR •,WR,False,False,13 sec,,4.9,0.0
14,3,159,Lewd,Jack Doyle TE •,TE,False,True,0 sec,,110.2,17.1
14,4,160,Soaring Marmots,Josh Allen,QB,False,False,20 sec,,349.2,62.0
14,5,161,Dude Abides,Chase Edmonds,RB,False,False,11 sec,,88.9,3.3
14,6,162,Saucemoney,Chargers,DST,False,False,0 sec,,165.9,44.0
14,7,163,Ruff Necks,Matt Bryant K •,K,False,False,1 min 20 sec,,48.0,19.0
14,8,164,No longer new guy,Dante Pettis,WR,False,False,1 min 6 sec,,34.7,0.0
14,9,165,He Hate me,Trey Burton TE •,TE,False,True,0 sec,,22.4,0.0
14,10,166,Mulvihill Machine,Jamison Crowder,WR,False,False,1 min 57 sec,,177.1,109.5
14,11,167,Rumblin' Stumblers,Tony Pollard,RB,False,True,0 sec,,93.1,2.8
14,12,168,Three-Eyed RAVEN,Jake Elliott,K,False,False,47 sec,,106.0,58.0
15,1,169,Three-Eyed RAVEN,Marquise Brown,WR,False,False,23 sec (12 min 10 sec),,175.7,28.6
15,2,170,Rumblin' Stumblers,Ka'imi Fairbairn,K,False,True,0 sec (4 min 47 sec),,122.0,70.0
15,3,171,Mulvihill Machine,Kalen Ballage RB •,RB,False,False,1 min 8 sec (17 min 38 sec),,51.9,0.0
15,4,172,He Hate me,Matt Prater,K,False,True,0 sec (2 min 1 sec),,125.0,125.0
15,5,173,No longer new guy,Royce Freeman,RB,False,False,2 min 2 sec (16 min 2 sec),,140.9,30.7
15,6,174,Ruff Necks,Miles Boykin,WR,False,False,8 sec (10 min 47 sec),,56.4,0.0
15,7,175,Saucemoney,Carlos Hyde RB •,RB,False,False,0 sec (9 min 1 sec),,189.4,52.2
15,8,176,Dude Abides,Mason Crosby K •,K,False,False,17 sec (10 min 20 sec),,109.0,44.0
15,9,177,Soaring Marmots,Cameron Brate TE •,TE,False,False,14 sec (7 min 58 sec),,83.9,3.7
15,10,178,Lewd,Mike Badgley,K,False,True,0 sec (9 min 13 sec),,61.0,29.0
15,11,179,Jersey Boys,Sam Darnold,QB,False,False,22 sec (10 min 10 sec),,226.2,8.8
15,12,180,Pallino Primos,Courtland Sutton,WR,False,False,1 min 32 sec (17 min 52 sec),,225.6,105.3
